"","Attrition","BusinessTravel","DailyRate","Department","EducationField","Gender","HourlyRate","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","TotalWorkingYears","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","Age_Group","Env_Group","Years_Group","Edu_Group","WorkLife_Group","JobInvolvement_Group"
"625","Yes","Travel_Rarely","542","Sales","Life Sciences","Female","71","2","Sales Executive","3","Married","4559","24788","Yes","11","3","3","4","2","2","2","Young","Low","Low","High","High","Low"
"626","No","Travel_Rarely","1229","Research & Development","Life Sciences","Male","30","2","Healthcare Representative","3","Married","4035","16143","Yes","16","3","2","4","2","1","2","Old","High","Low","High","High","High"
"627","No","Non-Travel","1065","Sales","Marketing","Male","72","2","Sales Executive","3","Single","4568","10034","No","20","4","3","10","5","8","7","Medium","Low","Low","High","High","High"
"628","No","Travel_Rarely","470","Research & Development","Medical","Female","96","2","Manufacturing Director","1","Married","6567","5549","No","14","3","3","16","11","5","11","Old","High","High","High","Low","High"
"629","No","Travel_Rarely","1418","Research & Development","Technical Degree","Female","36","1","Research Scientist","1","Married","3580","10554","No","16","3","2","7","2","0","2","Old","High","Low","High","High","High"
"630","No","Travel_Rarely","121","Research & Development","Medical","Female","86","1","Research Scientist","1","Single","4381","7530","No","11","3","3","6","5","1","3","Medium","High","Low","High","High","Low"
"631","No","Travel_Rarely","691","Research & Development","Technical Degree","Male","86","1","Research Scientist","4","Married","4821","10077","Yes","12","3","3","6","2","0","3","Young","High","Low","High","High","High"
"632","No","Travel_Rarely","429","Research & Development","Life Sciences","Female","53","2","Manufacturing Director","2","Single","5410","2323","Yes","11","3","4","18","14","5","12","Medium","High","High","High","High","High"
"633","No","Travel_Rarely","1126","Research & Development","Medical","Male","66","4","Research Director","4","Divorced","17399","6615","No","22","4","3","32","4","1","3","Old","High","Low","Low","Low","High"
"634","No","Non-Travel","1169","Research & Development","Technical Degree","Male","64","2","Research Scientist","2","Married","5467","2125","No","18","3","3","16","7","1","7","Medium","High","Low","High","High","High"
"635","No","Travel_Rarely","371","Research & Development","Life Sciences","Male","45","1","Research Scientist","4","Single","3944","4306","Yes","11","3","3","6","2","1","2","Medium","High","Low","High","High","High"
"636","No","Non-Travel","1277","Research & Development","Life Sciences","Male","87","1","Laboratory Technician","3","Married","4621","5869","No","19","3","4","3","2","1","2","Young","Low","Low","High","High","Low"
"637","No","Travel_Rarely","1319","Sales","Technical Degree","Female","45","4","Sales Executive","1","Divorced","13225","7739","No","12","3","4","25","17","2","8","Medium","Low","High","High","High","High"
"638","No","Travel_Rarely","1169","Research & Development","Medical","Male","34","2","Manufacturing Director","3","Married","6132","13983","No","17","3","3","10","0","0","0","Old","Low","Low","High","High","Low"
"639","No","Travel_Rarely","427","Human Resources","Human Resources","Male","73","5","Manager","4","Divorced","19141","8861","No","15","3","2","23","6","12","6","Medium","Low","High","High","Low","Low"
"640","No","Travel_Rarely","1400","Research & Development","Life Sciences","Male","49","3","Manufacturing Director","4","Single","7260","21698","No","11","3","1","37","4","0","2","Old","High","Low","High","Low","Low"
"641","No","Travel_Frequently","1410","Sales","Medical","Female","71","2","Sales Executive","4","Divorced","4647","16673","Yes","20","4","2","6","5","0","4","Young","High","Low","Low","High","High"
"642","Yes","Travel_Rarely","266","Sales","Marketing","Female","57","5","Manager","4","Married","19845","25846","No","15","3","4","33","14","6","9","Old","Low","High","Low","High","Low"
"643","No","Travel_Rarely","506","Research & Development","Technical Degree","Male","30","2","Research Scientist","2","Single","4485","26285","No","12","3","4","10","0","7","7","Medium","High","Low","High","High","High"
"644","No","Travel_Rarely","1300","Research & Development","Technical Degree","Male","62","2","Research Scientist","4","Divorced","3319","24447","No","17","3","1","9","8","4","7","Medium","Low","Low","Low","High","High"
"645","No","Travel_Rarely","590","Research & Development","Technical Degree","Female","91","1","Research Scientist","1","Divorced","2109","10007","No","13","3","3","1","0","0","0","Young","High","Low","High","High","Low"
"646","No","Travel_Rarely","691","Sales","Marketing","Male","73","2","Sales Executive","4","Divorced","7547","7143","No","12","3","4","13","7","1","7","Young","High","Low","High","High","High"
"647","Yes","Travel_Frequently","544","Sales","Medical","Female","70","1","Sales Representative","4","Single","1569","18420","Yes","12","3","3","0","0","0","0","Young","Low","Low","Low","High","High"
"648","Yes","Travel_Rarely","660","Research & Development","Other","Male","81","2","Laboratory Technician","3","Divorced","4834","7858","No","14","3","2","9","0","0","0","Medium","Low","Low","High","Low","High"
"649","No","Travel_Rarely","922","Research & Development","Life Sciences","Female","39","1","Laboratory Technician","4","Divorced","2835","2561","No","22","4","1","7","0","0","0","Medium","Low","Low","Low","High","High"
"650","No","Travel_Rarely","1492","Research & Development","Technical Degree","Male","61","3","Healthcare Representative","4","Married","10322","26542","No","20","4","4","14","10","11","1","Medium","Low","High","High","High","High"
"651","No","Travel_Rarely","829","Human Resources","Human Resources","Male","88","1","Human Resources","4","Married","3737","2243","No","19","3","3","4","2","0","2","Medium","High","Low","Low","Low","High"
"652","No","Travel_Rarely","528","Human Resources","Life Sciences","Female","44","1","Human Resources","4","Divorced","3195","4167","Yes","18","3","1","8","2","2","2","Medium","High","Low","High","High","High"
"653","No","Travel_Rarely","1291","Sales","Medical","Female","98","1","Sales Representative","4","Married","2534","6527","No","14","3","2","5","0","0","0","Young","High","Low","High","High","High"
"654","No","Travel_Rarely","984","Research & Development","Technical Degree","Female","70","1","Research Scientist","2","Single","2070","25326","Yes","11","3","3","2","2","2","2","Young","High","Low","Low","High","Low"
"655","No","Travel_Frequently","426","Research & Development","Life Sciences","Male","42","2","Manufacturing Director","4","Divorced","4724","17000","No","13","3","1","9","7","7","2","Medium","High","Low","High","High","High"
"656","Yes","Travel_Frequently","1496","Sales","Technical Degree","Male","92","1","Sales Representative","3","Married","2909","15747","No","15","3","4","5","2","1","2","Young","Low","Low","High","High","High"
"657","No","Travel_Rarely","571","Sales","Medical","Female","78","2","Sales Executive","3","Married","4591","24200","Yes","17","3","3","11","4","1","2","Medium","High","Low","High","Low","High"
"658","No","Travel_Rarely","319","Research & Development","Medical","Male","56","3","Manufacturing Director","1","Married","7406","6950","Yes","21","4","4","10","9","5","8","Medium","High","High","High","Low","High"
"659","No","Travel_Frequently","1379","Research & Development","Medical","Male","64","2","Manufacturing Director","3","Divorced","5067","6759","Yes","19","3","3","20","10","2","7","Medium","High","High","High","High","High"
"660","No","Travel_Rarely","1111","Sales","Life Sciences","Female","93","2","Sales Executive","1","Married","6500","13305","No","17","3","2","6","2","1","2","Medium","High","Low","Low","High","High"
"661","No","Travel_Frequently","1316","Research & Development","Life Sciences","Female","38","2","Research Scientist","3","Single","4998","2338","Yes","14","3","4","10","7","0","7","Young","High","Low","Low","High","High"
"662","No","Travel_Rarely","802","Sales","Life Sciences","Male","96","3","Sales Executive","3","Divorced","8189","21196","Yes","13","3","3","12","7","0","7","Medium","High","Low","Low","High","High"
"663","Yes","Travel_Rarely","1362","Research & Development","Medical","Male","32","1","Research Scientist","3","Single","1009","26999","Yes","11","3","4","1","0","1","1","Young","High","Low","Low","High","High"
"664","No","Travel_Frequently","430","Sales","Medical","Male","54","2","Sales Executive","1","Married","4373","17456","No","14","3","1","5","3","0","3","Medium","High","Low","High","High","High"
"665","No","Travel_Rarely","486","Research & Development","Medical","Female","86","1","Research Scientist","3","Married","3517","22490","No","17","3","1","5","2","0","2","Young","Low","Low","High","High","High"
"666","No","Travel_Rarely","268","Research & Development","Medical","Male","92","1","Research Scientist","3","Married","3057","20471","Yes","13","3","2","6","0","0","1","Medium","High","Low","High","Low","High"
"667","No","Travel_Rarely","977","Research & Development","Other","Male","57","1","Laboratory Technician","3","Divorced","3977","7298","Yes","19","3","3","7","2","0","2","Young","High","Low","Low","Low","High"
"668","No","Travel_Rarely","1329","Research & Development","Other","Female","59","2","Manufacturing Director","4","Divorced","5770","5388","No","19","3","1","10","7","3","9","Medium","High","High","Low","High","Low"
"669","Yes","Travel_Frequently","920","Research & Development","Life Sciences","Male","43","1","Laboratory Technician","3","Divorced","3161","19920","Yes","22","4","4","19","0","0","0","Medium","High","Low","High","Low","High"
"670","No","Travel_Rarely","788","Human Resources","Medical","Male","36","1","Human Resources","2","Single","2177","8318","No","16","3","1","6","3","0","4","Medium","Low","Low","High","High","High"
"671","No","Non-Travel","1094","Sales","Other","Male","58","3","Sales Executive","1","Divorced","10932","11373","No","15","3","3","20","0","0","1","Medium","High","Low","High","High","Low"
"672","No","Travel_Rarely","950","Research & Development","Technical Degree","Male","97","1","Research Scientist","4","Married","2132","4585","No","20","4","4","8","4","0","3","Medium","High","Low","High","High","High"
"673","Yes","Travel_Rarely","350","Sales","Marketing","Female","34","1","Sales Representative","3","Single","2851","9150","Yes","13","3","2","1","0","0","0","Medium","High","Low","High","High","High"
"674","No","Travel_Rarely","561","Sales","Other","Male","61","2","Sales Executive","2","Married","4805","16177","No","19","3","2","9","7","3","7","Medium","High","Low","High","High","High"
"675","No","Non-Travel","715","Research & Development","Medical","Male","41","1","Research Scientist","4","Married","4258","26589","No","18","3","1","5","3","1","2","Old","High","Low","High","High","High"
"676","No","Travel_Rarely","210","Sales","Marketing","Male","56","4","Manager","4","Divorced","14118","22102","No","12","3","3","32","0","0","0","Old","Low","Low","High","Low","Low"
"677","No","Travel_Rarely","313","Research & Development","Medical","Female","98","4","Healthcare Representative","2","Single","13734","7192","No","18","3","3","21","7","1","0","Old","High","Low","High","High","High"
"678","No","Travel_Rarely","1132","Research & Development","Medical","Male","48","3","Healthcare Representative","4","Divorced","9613","10942","No","17","3","1","19","10","3","7","Medium","High","High","High","Low","High"
"679","No","Travel_Frequently","1302","Research & Development","Life Sciences","Male","80","2","Laboratory Technician","1","Married","5562","19711","Yes","13","3","4","9","2","0","2","Medium","Low","Low","High","High","High"
"680","Yes","Travel_Rarely","935","Research & Development","Life Sciences","Male","89","1","Laboratory Technician","1","Married","2362","14669","No","12","3","3","10","2","1","2","Medium","Low","Low","High","High","High"
"681","No","Travel_Rarely","630","Sales","Marketing","Male","67","3","Sales Executive","4","Married","10855","8552","No","11","3","1","15","11","2","11","Medium","High","High","High","Low","Low"
"682","No","Travel_Rarely","267","Research & Development","Medical","Male","79","1","Laboratory Technician","2","Married","2028","13637","No","18","3","4","14","11","2","13","Medium","Low","High","High","High","High"
"683","No","Travel_Rarely","1017","Research & Development","Medical","Female","83","1","Research Scientist","1","Married","3920","18697","No","14","3","1","17","1","0","2","Medium","High","Low","Low","Low","Low"
"684","No","Travel_Rarely","723","Sales","Marketing","Female","77","2","Sales Representative","4","Married","5405","4244","Yes","20","4","1","20","2","0","3","Medium","Low","Low","High","Low","Low"
"685","No","Travel_Rarely","954","Sales","Marketing","Male","44","2","Sales Executive","4","Single","4105","5099","No","14","3","1","7","7","0","7","Young","High","Low","High","High","High"
"686","No","Travel_Rarely","557","Sales","Medical","Female","94","3","Sales Executive","4","Married","7644","12695","No","19","3","3","10","7","3","4","Medium","Low","Low","High","High","Low"
"687","No","Travel_Rarely","1180","Research & Development","Medical","Male","84","3","Healthcare Representative","3","Single","8633","13084","No","23","4","2","25","14","12","11","Medium","Low","High","High","High","High"
"688","Yes","Travel_Rarely","337","Sales","Marketing","Male","31","1","Sales Representative","2","Single","2679","4567","No","13","3","2","1","0","1","0","Young","Low","Low","Low","High","High"
"689","No","Travel_Rarely","374","Sales","Life Sciences","Female","50","2","Sales Executive","3","Single","4850","23333","No","15","3","3","8","3","0","1","Medium","High","Low","High","High","High"
"690","No","Travel_Frequently","515","Research & Development","Life Sciences","Female","98","3","Research Director","4","Single","13458","15146","Yes","12","3","3","15","14","8","12","Medium","Low","High","Low","High","High"
"691","No","Travel_Rarely","142","Research & Development","Life Sciences","Male","70","1","Research Scientist","4","Married","2177","8456","No","17","3","1","7","0","0","0","Old","High","Low","High","High","Low"
"692","Yes","Travel_Rarely","725","Research & Development","Medical","Male","78","5","Manager","1","Married","19859","21199","Yes","13","3","4","24","2","1","4","Old","High","Low","High","High","High"
"693","No","Travel_Frequently","809","Sales","Marketing","Female","77","3","Sales Executive","4","Single","9208","6645","No","11","3","4","16","2","2","1","Old","High","Low","High","High","High"
"694","No","Travel_Rarely","1144","Sales","Medical","Male","74","1","Sales Representative","2","Married","1052","23384","No","22","4","2","1","0","0","0","Young","High","Low","Low","High","High"
"695","No","Non-Travel","697","Research & Development","Life Sciences","Male","40","1","Research Scientist","4","Married","2979","22478","No","17","3","4","6","0","0","0","Medium","High","Low","High","High","Low"
"696","No","Travel_Frequently","636","Research & Development","Life Sciences","Female","35","5","Research Director","1","Single","18665","25594","Yes","11","3","4","22","2","1","2","Old","High","Low","High","High","High"
"697","No","Travel_Rarely","157","Research & Development","Medical","Female","77","2","Manufacturing Director","1","Single","4440","25198","Yes","19","3","4","9","2","1","4","Old","High","Low","High","High","High"
"698","No","Travel_Rarely","1423","Research & Development","Life Sciences","Male","72","1","Research Scientist","3","Divorced","1563","12530","No","14","3","4","1","0","0","0","Young","Low","Low","High","Low","Low"
"699","No","Travel_Rarely","1108","Research & Development","Other","Female","65","1","Research Scientist","1","Married","2367","16530","No","12","3","4","10","2","7","6","Old","High","Low","High","Low","High"
"700","Yes","Non-Travel","504","Research & Development","Medical","Female","96","1","Research Scientist","2","Single","1859","6148","Yes","25","4","2","1","1","0","0","Young","Low","Low","High","High","Low"
"701","No","Non-Travel","335","Research & Development","Life Sciences","Male","37","2","Research Scientist","3","Single","4332","14811","No","12","3","4","20","9","3","7","Medium","High","High","Low","High","Low"
"702","No","Travel_Rarely","334","Research & Development","Life Sciences","Male","80","1","Research Scientist","2","Divorced","3298","15053","Yes","12","3","4","7","2","0","5","Young","Low","Low","Low","Low","High"
"703","Yes","Travel_Rarely","104","Research & Development","Life Sciences","Female","69","1","Laboratory Technician","1","Divorced","2074","26619","Yes","12","3","4","1","0","0","0","Medium","Low","Low","High","High","High"
"704","No","Travel_Rarely","1232","Sales","Marketing","Male","96","3","Sales Executive","2","Married","8020","5100","No","15","3","3","12","9","6","9","Medium","High","High","High","Low","High"
"705","No","Travel_Rarely","548","Research & Development","Life Sciences","Male","94","1","Laboratory Technician","1","Divorced","2289","20520","No","20","4","2","5","3","0","4","Medium","High","Low","High","High","High"
"706","No","Travel_Frequently","766","Sales","Life Sciences","Male","83","2","Sales Executive","4","Divorced","4127","19188","No","18","3","4","7","1","2","2","Medium","High","Low","High","High","High"
"707","Yes","Travel_Frequently","600","Human Resources","Human Resources","Female","66","1","Human Resources","4","Divorced","2180","9732","No","11","3","3","6","2","1","2","Young","High","Low","High","Low","Low"
"708","No","Non-Travel","343","Research & Development","Life Sciences","Male","52","1","Research Scientist","3","Single","2438","24978","No","13","3","3","7","2","1","2","Medium","Low","Low","High","Low","High"
"709","No","Travel_Rarely","718","Research & Development","Medical","Male","79","2","Manufacturing Director","4","Married","5056","17689","Yes","15","3","3","10","7","1","2","Young","Low","High","Low","Low","Low"
"710","Yes","Travel_Rarely","310","Research & Development","Technical Degree","Male","72","1","Laboratory Technician","3","Married","2339","3666","No","11","3","4","14","9","9","8","Old","High","High","Low","Low","High"
"711","No","Travel_Rarely","1429","Research & Development","Medical","Male","67","3","Manufacturing Director","4","Single","10512","20002","No","12","3","4","25","7","5","4","Old","High","Low","High","Low","High"
"712","No","Travel_Rarely","1266","Sales","Technical Degree","Female","63","2","Sales Executive","3","Married","5673","6060","Yes","13","3","1","10","9","1","7","Medium","Low","High","High","High","Low"
"713","No","Travel_Frequently","333","Research & Development","Medical","Male","88","4","Research Director","4","Single","14411","24450","Yes","13","3","4","32","6","13","9","Old","High","High","High","High","Low"
"714","No","Travel_Rarely","1469","Research & Development","Medical","Male","51","1","Research Scientist","3","Married","2259","5543","No","17","3","1","13","0","0","0","Old","High","Low","High","Low","High"
"715","No","Travel_Rarely","1268","Sales","Life Sciences","Female","30","2","Sales Executive","1","Divorced","5006","6319","Yes","11","3","1","9","4","0","3","Medium","High","Low","Low","High","High"
"716","Yes","Travel_Rarely","428","Sales","Marketing","Female","52","1","Sales Representative","2","Single","2760","14630","No","13","3","3","2","2","2","2","Young","Low","Low","High","High","Low"
"717","No","Travel_Rarely","1402","Sales","Marketing","Female","69","4","Manager","1","Married","17048","24097","No","23","4","1","28","15","15","9","Medium","High","High","High","High","High"
"718","No","Travel_Frequently","193","Research & Development","Life Sciences","Male","52","1","Laboratory Technician","4","Married","3867","14222","Yes","12","3","2","2","2","2","2","Young","High","Low","High","High","Low"
"719","Yes","Travel_Rarely","211","Sales","Life Sciences","Female","74","3","Sales Executive","1","Single","8564","10092","Yes","20","4","3","11","0","0","0","Medium","Low","Low","High","Low","High"
"720","No","Travel_Rarely","884","Research & Development","Life Sciences","Female","80","3","Manufacturing Director","3","Married","10435","25800","No","13","3","4","18","15","14","12","Medium","Low","High","High","High","Low"
"721","No","Travel_Rarely","1210","Research & Development","Medical","Male","68","1","Laboratory Technician","2","Married","4841","24052","No","14","3","2","4","0","0","0","Medium","High","Low","High","High","Low"
"722","Yes","Travel_Frequently","306","Sales","Life Sciences","Female","100","2","Sales Executive","1","Married","4286","5630","No","14","3","4","5","1","0","0","Medium","Low","Low","High","High","High"
"723","No","Travel_Rarely","329","Research & Development","Life Sciences","Female","96","1","Research Scientist","3","Married","2543","11868","No","13","3","2","6","2","2","2","Medium","High","Low","High","High","High"
"724","No","Travel_Frequently","469","Research & Development","Technical Degree","Male","46","1","Research Scientist","2","Married","3692","9256","No","12","3","3","12","10","0","7","Medium","High","High","High","Low","High"
"725","No","Travel_Rarely","867","Research & Development","Medical","Male","87","2","Manufacturing Director","1","Married","5151","12315","No","25","4","4","10","0","7","9","Medium","Low","High","Low","High","High"
"726","Yes","Travel_Rarely","289","Research & Development","Technical Degree","Male","51","1","Research Scientist","3","Single","2479","26227","No","24","4","1","7","0","0","0","Old","High","Low","High","High","High"
"727","No","Travel_Frequently","653","Research & Development","Life Sciences","Female","50","2","Laboratory Technician","4","Single","2406","5456","No","11","3","4","10","3","9","9","Medium","High","High","High","High","High"
"728","No","Travel_Rarely","182","Research & Development","Life Sciences","Female","72","1","Research Scientist","4","Single","3280","13551","No","16","3","3","10","2","1","3","Medium","Low","Low","High","High","High"
"729","No","Travel_Frequently","1303","Research & Development","Life Sciences","Male","36","2","Healthcare Representative","3","Divorced","5968","18079","No","20","4","3","9","7","2","8","Medium","High","Low","Low","High","High"
"730","No","Travel_Rarely","1326","Sales","Other","Male","81","2","Sales Executive","1","Single","4759","15891","No","18","3","4","15","9","3","12","Medium","High","High","High","High","Low"
"731","Yes","Travel_Rarely","763","Sales","Medical","Male","59","2","Sales Executive","4","Divorced","5440","22098","Yes","14","3","4","7","2","2","2","Medium","Low","Low","Low","Low","Low"
"732","No","Travel_Rarely","141","Human Resources","Human Resources","Female","44","2","Human Resources","2","Married","6389","18767","No","15","3","3","12","3","3","6","Medium","High","Low","High","Low","High"
"733","Yes","Travel_Rarely","1475","Sales","Marketing","Female","84","2","Sales Executive","3","Single","9854","23352","Yes","11","3","4","6","0","2","2","Young","High","Low","Low","High","High"
"734","Yes","Travel_Frequently","602","Sales","Technical Degree","Female","100","1","Sales Representative","1","Single","2325","20989","No","21","4","1","1","0","0","0","Young","High","Low","Low","High","Low"
"735","Yes","Travel_Frequently","143","Sales","Marketing","Male","56","2","Sales Executive","2","Single","9355","9558","No","18","3","3","8","7","7","7","Medium","Low","Low","High","High","High"
"736","No","Travel_Rarely","1405","Research & Development","Technical Degree","Female","82","4","Manufacturing Director","2","Single","13142","24439","No","16","3","2","29","2","0","3","Old","High","Low","Low","Low","Low"
"737","Yes","Travel_Rarely","737","Sales","Medical","Male","55","3","Sales Executive","1","Married","10306","21530","No","17","3","3","15","12","6","0","Medium","High","High","High","High","Low"
"738","Yes","Travel_Rarely","1089","Research & Development","Life Sciences","Male","79","2","Laboratory Technician","3","Married","4883","22845","No","18","3","1","10","4","1","1","Young","High","High","Low","High","High"
"739","No","Travel_Rarely","216","Research & Development","Medical","Male","84","2","Manufacturing Director","2","Divorced","4941","2819","No","20","4","4","7","2","0","1","Medium","Low","Low","Low","High","High"
"740","No","Non-Travel","439","Research & Development","Life Sciences","Male","70","2","Laboratory Technician","2","Single","6782","8770","No","15","3","3","9","4","0","3","Medium","High","Low","High","Low","High"
"741","No","Travel_Rarely","1245","Sales","Life Sciences","Male","80","2","Sales Executive","2","Married","9924","12355","No","11","3","4","10","8","7","7","Medium","High","Low","High","High","High"
"742","Yes","Travel_Frequently","1093","Sales","Life Sciences","Male","82","4","Sales Executive","3","Married","12936","24164","No","11","3","3","25","5","14","10","Medium","High","High","High","Low","Low"
"743","No","Travel_Frequently","1001","Research & Development","Medical","Male","72","2","Laboratory Technician","3","Divorced","5679","19627","Yes","13","3","2","10","7","4","7","Medium","High","Low","High","High","High"
"744","Yes","Travel_Rarely","1017","Research & Development","Medical","Male","55","1","Research Scientist","2","Single","2313","2993","Yes","20","4","2","5","2","2","2","Medium","Low","Low","High","High","Low"
"745","No","Travel_Rarely","819","Research & Development","Life Sciences","Male","44","3","Manufacturing Director","2","Divorced","10274","19588","No","18","3","2","15","7","6","4","Medium","High","Low","High","High","Low"
"746","No","Travel_Rarely","726","Research & Development","Life Sciences","Male","93","2","Healthcare Representative","3","Divorced","6384","21143","No","17","3","4","11","0","1","6","Young","High","Low","Low","High","Low"
"747","No","Travel_Rarely","266","Research & Development","Medical","Female","40","1","Research Scientist","2","Single","2096","18830","No","18","3","4","2","2","2","1","Young","High","Low","High","Low","High"
"748","No","Travel_Rarely","330","Human Resources","Life Sciences","Male","46","1","Human Resources","3","Divorced","2064","15428","No","21","4","1","6","3","1","3","Young","High","Low","High","High","High"
"749","No","Travel_Rarely","1305","Research & Development","Life Sciences","Male","49","2","Manufacturing Director","2","Single","4197","21123","Yes","12","3","4","18","0","0","1","Medium","High","Low","High","Low","High"
"750","No","Travel_Rarely","1396","Research & Development","Medical","Male","83","3","Research Director","1","Married","13348","14842","No","13","3","2","18","7","5","7","Medium","High","High","High","High","High"
"751","No","Non-Travel","1050","Sales","Life Sciences","Female","65","2","Sales Executive","3","Married","5593","17970","No","13","3","4","15","10","4","12","Medium","Low","High","High","High","Low"
"752","No","Travel_Frequently","1218","Research & Development","Life Sciences","Male","52","5","Manager","3","Divorced","19197","8213","Yes","14","3","3","21","8","1","6","Medium","Low","High","Low","High","High"
"753","Yes","Travel_Rarely","699","Research & Development","Medical","Male","83","1","Research Scientist","1","Single","2960","17102","No","11","3","3","8","2","1","3","Medium","Low","Low","Low","High","High"
"754","No","Travel_Rarely","1062","Research & Development","Medical","Female","75","1","Laboratory Technician","2","Married","2370","3956","No","13","3","3","8","0","0","7","Young","High","Low","High","High","High"
"755","No","Travel_Rarely","718","Research & Development","Technical Degree","Female","92","5","Manager","1","Divorced","19943","18575","No","13","3","4","28","2","4","2","Old","High","Low","High","High","High"
"756","Yes","Travel_Rarely","1357","Research & Development","Life Sciences","Male","48","1","Laboratory Technician","3","Single","2293","10558","No","12","3","3","1","0","0","1","Young","Low","Low","High","Low","Low"
"757","No","Non-Travel","458","Research & Development","Life Sciences","Male","74","1","Research Scientist","3","Divorced","3544","8532","No","16","3","2","6","2","0","0","Medium","High","Low","Low","High","High"
"758","No","Travel_Rarely","1083","Research & Development","Life Sciences","Male","96","2","Manufacturing Director","2","Married","6549","3173","No","14","3","2","8","6","1","7","Young","High","Low","Low","Low","Low"
"759","Yes","Travel_Rarely","299","Sales","Marketing","Male","57","3","Sales Executive","2","Single","9094","17235","Yes","12","3","3","9","4","1","0","Medium","High","Low","High","High","Low"
"760","No","Travel_Rarely","196","Sales","Marketing","Female","91","2","Sales Executive","4","Married","5468","13402","No","14","3","1","13","7","5","7","Young","Low","High","High","High","Low"
"761","No","Travel_Rarely","1276","Sales","Life Sciences","Female","91","4","Manager","1","Married","16595","5626","No","16","3","2","22","16","11","8","Medium","Low","High","High","High","High"
"762","No","Travel_Rarely","1473","Research & Development","Other","Female","74","2","Healthcare Representative","3","Divorced","4522","2227","Yes","14","3","4","8","2","0","2","Medium","High","Low","High","High","High"
"763","No","Travel_Rarely","363","Research & Development","Technical Degree","Female","77","3","Manufacturing Director","1","Divorced","10252","4235","Yes","21","4","3","17","7","7","7","Medium","High","Low","High","High","Low"
"764","No","Non-Travel","427","Research & Development","Life Sciences","Female","63","3","Research Director","1","Married","11713","20335","No","14","3","1","10","7","0","5","Medium","Low","Low","High","High","High"
"765","No","Travel_Frequently","1421","Research & Development","Medical","Female","30","4","Manager","1","Married","17856","9490","No","22","4","3","32","2","2","2","Old","High","Low","High","High","High"
"766","No","Travel_Rarely","974","Research & Development","Medical","Female","91","1","Laboratory Technician","4","Divorced","2270","11005","No","14","3","4","8","3","0","2","Medium","High","Low","High","High","High"
"767","No","Travel_Rarely","970","Research & Development","Life Sciences","Male","59","4","Research Director","3","Married","14814","13514","No","19","3","3","32","1","1","3","Old","High","Low","High","High","High"
"768","No","Travel_Rarely","466","Research & Development","Life Sciences","Female","65","4","Manufacturing Director","4","Married","12742","7060","No","16","3","3","21","6","11","8","Medium","High","High","Low","High","Low"
"769","No","Travel_Rarely","688","Sales","Life Sciences","Male","44","3","Manager","4","Divorced","11557","25291","No","21","4","3","10","4","0","1","Young","High","Low","High","Low","Low"
"770","No","Travel_Frequently","1392","Research & Development","Life Sciences","Female","56","1","Research Scientist","3","Married","2909","23159","Yes","11","3","3","8","7","3","0","Medium","High","Low","High","High","High"
"771","No","Travel_Rarely","931","Research & Development","Medical","Female","72","1","Research Scientist","2","Married","2756","4673","No","13","3","4","8","7","1","6","Medium","High","Low","High","High","High"
"772","No","Travel_Rarely","309","Human Resources","Human Resources","Female","82","1","Human Resources","2","Married","2187","19655","No","14","3","3","6","0","1","2","Young","High","Low","High","High","High"
"773","Yes","Travel_Rarely","138","Research & Development","Life Sciences","Female","48","1","Research Scientist","3","Married","2132","11539","Yes","11","3","2","7","2","0","1","Young","Low","Low","High","High","High"
"774","No","Travel_Rarely","734","Research & Development","Medical","Male","46","5","Research Director","4","Divorced","19328","14218","Yes","17","3","3","24","1","2","2","Medium","High","Low","High","High","High"
"775","No","Non-Travel","926","Research & Development","Medical","Female","36","2","Manufacturing Director","3","Divorced","5265","16439","No","16","3","2","11","3","0","2","Medium","High","Low","Low","High","High"
"776","No","Travel_Rarely","205","Sales","Marketing","Female","98","2","Sales Executive","4","Married","5769","7100","Yes","11","3","4","6","2","4","4","Young","High","Low","High","High","Low"
"777","No","Travel_Rarely","1167","Sales","Other","Female","30","1","Sales Representative","3","Single","2966","21378","No","18","3","4","5","2","0","0","Young","High","Low","High","High","Low"
"778","No","Travel_Frequently","853","Sales","Life Sciences","Male","71","3","Sales Executive","1","Married","9069","11031","No","22","4","4","9","8","1","8","Medium","Low","Low","High","Low","High"
"779","Yes","Travel_Rarely","1204","Sales","Technical Degree","Male","86","3","Sales Executive","1","Single","9582","10333","Yes","22","4","1","9","7","4","7","Medium","High","Low","High","High","High"
"780","No","Travel_Rarely","132","Research & Development","Life Sciences","Female","55","1","Laboratory Technician","4","Married","3038","22002","No","12","3","2","5","0","0","0","Medium","Low","Low","High","High","High"
"781","No","Travel_Rarely","955","Sales","Life Sciences","Female","83","2","Sales Executive","4","Single","4163","8571","Yes","17","3","3","9","0","0","7","Medium","High","Low","Low","High","High"
"782","No","Travel_Rarely","404","Research & Development","Technical Degree","Female","98","2","Healthcare Representative","4","Single","6687","6163","No","11","3","4","14","11","4","11","Medium","High","High","High","High","High"
"783","No","Travel_Frequently","532","Research & Development","Life Sciences","Female","92","2","Research Scientist","3","Divorced","4556","12932","No","11","3","2","19","4","0","2","Medium","Low","Low","Low","High","High"
